NTAX,PSIZ,DLRT,REPL,SQLN,NGEN,MTHD,SERF,SECS
100,10000000,1e-10,1,0,25,astral-multi,0.010309,19
100,10000000,1e-10,1,0,25,apro,0.010309,4
100,10000000,1e-10,1,0,25,apro-w-true,0.010309,4
100,10000000,1e-10,1,0,25,apro-v2,0.010309,4
100,10000000,1e-10,1,0,25,astrid,0.092784,0
100,10000000,1e-10,1,0,25,duptree,0.010309,25
100,10000000,1e-10,1,0,25,fastmulrfs-single,0.010309,2
100,10000000,1e-10,1,0,25,mulrf,0.010309,104
100,10000000,1e-10,1,0,25,stag,NA,NA
100,10000000,1e-10,1,0,50,astral-multi,0.0,43
100,10000000,1e-10,1,0,50,apro,0.0,6
100,10000000,1e-10,1,0,50,apro-w-true,0.0,3
100,10000000,1e-10,1,0,50,apro-v2,0.0,4
100,10000000,1e-10,1,0,50,astrid,0.113402,0
100,10000000,1e-10,1,0,50,duptree,0.0,51
100,10000000,1e-10,1,0,50,fastmulrfs-single,0.0,10
100,10000000,1e-10,1,0,50,mulrf,0.0,232
100,10000000,1e-10,1,0,50,stag,NA,NA
100,10000000,1e-10,1,0,100,astral-multi,0.0,98
100,10000000,1e-10,1,0,100,apro,0.0,5
100,10000000,1e-10,1,0,100,apro-w-true,0.0,8
100,10000000,1e-10,1,0,100,apro-v2,0.0,6
100,10000000,1e-10,1,0,100,astrid,0.072165,0
100,10000000,1e-10,1,0,100,duptree,0.0,101
100,10000000,1e-10,1,0,100,fastmulrfs-single,0.0,5
100,10000000,1e-10,1,0,100,mulrf,0.0,563
100,10000000,1e-10,1,0,100,stag,0.030928,0
100,10000000,1e-10,1,0,500,astral-multi,0.0,561
100,10000000,1e-10,1,0,500,apro,0.0,13
100,10000000,1e-10,1,0,500,apro-w-true,0.0,17
100,10000000,1e-10,1,0,500,apro-v2,0.0,20
100,10000000,1e-10,1,0,500,astrid,0.030928,2
100,10000000,1e-10,1,0,500,duptree,0.0,497
100,10000000,1e-10,1,0,500,fastmulrfs-single,0.0,18
100,10000000,1e-10,1,0,500,mulrf,0.0,5974
100,10000000,1e-10,1,0,500,stag,0.010309,3
100,10000000,1e-10,1,25,25,astral-multi,0.257732,41
100,10000000,1e-10,1,25,25,apro,0.216495,6
100,10000000,1e-10,1,25,25,apro-w-true,0.206186,4
100,10000000,1e-10,1,25,25,apro-v2,0.206186,8
100,10000000,1e-10,1,25,25,astrid,0.257732,0
100,10000000,1e-10,1,25,25,duptree,0.731959,33
100,10000000,1e-10,1,25,25,fastmulrfs-single,0.206186,4
100,10000000,1e-10,1,25,25,mulrf,0.206186,105
100,10000000,1e-10,1,25,25,stag,NA,NA
100,10000000,1e-10,1,25,50,astral-multi,0.298969,124
100,10000000,1e-10,1,25,50,apro,0.134021,5
100,10000000,1e-10,1,25,50,apro-w-true,0.134021,6
100,10000000,1e-10,1,25,50,apro-v2,0.134021,9
100,10000000,1e-10,1,25,50,astrid,0.257732,0
100,10000000,1e-10,1,25,50,duptree,0.556701,65
100,10000000,1e-10,1,25,50,fastmulrfs-single,0.175258,8
100,10000000,1e-10,1,25,50,mulrf,0.164948,283
100,10000000,1e-10,1,25,50,stag,NA,NA
100,10000000,1e-10,1,25,100,astral-multi,0.195876,250
100,10000000,1e-10,1,25,100,apro,0.123711,9
100,10000000,1e-10,1,25,100,apro-w-true,0.123711,6
100,10000000,1e-10,1,25,100,apro-v2,0.123711,15
100,10000000,1e-10,1,25,100,astrid,0.237113,0
100,10000000,1e-10,1,25,100,duptree,0.360825,117
100,10000000,1e-10,1,25,100,fastmulrfs-single,0.092784,22
100,10000000,1e-10,1,25,100,mulrf,0.092784,587
100,10000000,1e-10,1,25,100,stag,0.628866,1
100,10000000,1e-10,1,25,500,astral-multi,0.072165,1741
100,10000000,1e-10,1,25,500,apro,0.041237,33
100,10000000,1e-10,1,25,500,apro-w-true,0.041237,35
100,10000000,1e-10,1,25,500,apro-v2,0.041237,32
100,10000000,1e-10,1,25,500,astrid,0.092784,2
100,10000000,1e-10,1,25,500,duptree,0.216495,637
100,10000000,1e-10,1,25,500,fastmulrfs-single,0.030928,272
100,10000000,1e-10,1,25,500,mulrf,0.030928,7248
100,10000000,1e-10,1,25,500,stag,0.365979,33
100,10000000,1e-10,1,50,25,astral-multi,0.164948,34
100,10000000,1e-10,1,50,25,apro,0.113402,5
100,10000000,1e-10,1,50,25,apro-w-true,0.113402,4
100,10000000,1e-10,1,50,25,apro-v2,0.113402,7
100,10000000,1e-10,1,50,25,astrid,0.185567,0
100,10000000,1e-10,1,50,25,duptree,0.350515,30
100,10000000,1e-10,1,50,25,fastmulrfs-single,0.082474,3
100,10000000,1e-10,1,50,25,mulrf,0.061856,96
100,10000000,1e-10,1,50,25,stag,NA,NA
100,10000000,1e-10,1,50,50,astral-multi,0.082474,61
100,10000000,1e-10,1,50,50,apro,0.092784,8
100,10000000,1e-10,1,50,50,apro-w-true,0.092784,5
100,10000000,1e-10,1,50,50,apro-v2,0.092784,6
100,10000000,1e-10,1,50,50,astrid,0.195876,0
100,10000000,1e-10,1,50,50,duptree,0.216495,54
100,10000000,1e-10,1,50,50,fastmulrfs-single,0.020619,6
100,10000000,1e-10,1,50,50,mulrf,0.051546,258
100,10000000,1e-10,1,50,50,stag,NA,NA
100,10000000,1e-10,1,50,100,astral-multi,0.082474,158
100,10000000,1e-10,1,50,100,apro,0.030928,7
100,10000000,1e-10,1,50,100,apro-w-true,0.030928,11
100,10000000,1e-10,1,50,100,apro-v2,0.030928,14
100,10000000,1e-10,1,50,100,astrid,0.185567,4
100,10000000,1e-10,1,50,100,duptree,0.206186,110
100,10000000,1e-10,1,50,100,fastmulrfs-single,0.051546,13
100,10000000,1e-10,1,50,100,mulrf,0.041237,550
100,10000000,1e-10,1,50,100,stag,0.494845,1
100,10000000,1e-10,1,50,500,astral-multi,0.030928,764
100,10000000,1e-10,1,50,500,apro,0.030928,26
100,10000000,1e-10,1,50,500,apro-w-true,0.030928,25
100,10000000,1e-10,1,50,500,apro-v2,0.030928,27
100,10000000,1e-10,1,50,500,astrid,0.103093,3
100,10000000,1e-10,1,50,500,duptree,0.154639,541
100,10000000,1e-10,1,50,500,fastmulrfs-single,0.020619,155
100,10000000,1e-10,1,50,500,mulrf,0.020619,6810
100,10000000,1e-10,1,50,500,stag,0.268041,39
100,10000000,1e-10,1,100,25,astral-multi,0.072165,20
100,10000000,1e-10,1,100,25,apro,0.061856,6
100,10000000,1e-10,1,100,25,apro-w-true,0.061856,4
100,10000000,1e-10,1,100,25,apro-v2,0.061856,5
100,10000000,1e-10,1,100,25,astrid,0.14433,0
100,10000000,1e-10,1,100,25,duptree,0.257732,28
100,10000000,1e-10,1,100,25,fastmulrfs-single,0.082474,2
100,10000000,1e-10,1,100,25,mulrf,0.082474,91
100,10000000,1e-10,1,100,25,stag,NA,NA
100,10000000,1e-10,1,100,50,astral-multi,0.030928,52
100,10000000,1e-10,1,100,50,apro,0.030928,11
100,10000000,1e-10,1,100,50,apro-w-true,0.030928,5
100,10000000,1e-10,1,100,50,apro-v2,0.030928,9
100,10000000,1e-10,1,100,50,astrid,0.164948,0
100,10000000,1e-10,1,100,50,duptree,0.072165,56
100,10000000,1e-10,1,100,50,fastmulrfs-single,0.041237,10
100,10000000,1e-10,1,100,50,mulrf,0.041237,209
100,10000000,1e-10,1,100,50,stag,NA,NA
100,10000000,1e-10,1,100,100,astral-multi,0.030928,119
100,10000000,1e-10,1,100,100,apro,0.041237,7
100,10000000,1e-10,1,100,100,apro-w-true,0.041237,7
100,10000000,1e-10,1,100,100,apro-v2,0.041237,11
100,10000000,1e-10,1,100,100,astrid,0.123711,0
100,10000000,1e-10,1,100,100,duptree,0.030928,105
100,10000000,1e-10,1,100,100,fastmulrfs-single,0.020619,8
100,10000000,1e-10,1,100,100,mulrf,0.020619,644
100,10000000,1e-10,1,100,100,stag,0.247423,4
100,10000000,1e-10,1,100,500,astral-multi,0.010309,490
100,10000000,1e-10,1,100,500,apro,0.010309,17
100,10000000,1e-10,1,100,500,apro-w-true,0.010309,15
100,10000000,1e-10,1,100,500,apro-v2,0.010309,16
100,10000000,1e-10,1,100,500,astrid,0.061856,3
100,10000000,1e-10,1,100,500,duptree,0.010309,561
100,10000000,1e-10,1,100,500,fastmulrfs-single,0.010309,75
100,10000000,1e-10,1,100,500,mulrf,0.010309,8709
100,10000000,1e-10,1,100,500,stag,0.092784,3
100,10000000,1e-10,1,250,25,astral-multi,0.020619,18
100,10000000,1e-10,1,250,25,apro,0.010309,3
100,10000000,1e-10,1,250,25,apro-w-true,0.010309,3
100,10000000,1e-10,1,250,25,apro-v2,0.010309,6
100,10000000,1e-10,1,250,25,astrid,0.103093,0
100,10000000,1e-10,1,250,25,duptree,0.020619,25
100,10000000,1e-10,1,250,25,fastmulrfs-single,0.020619,2
100,10000000,1e-10,1,250,25,mulrf,0.030928,89
100,10000000,1e-10,1,250,25,stag,NA,NA
100,10000000,1e-10,1,250,50,astral-multi,0.020619,36
100,10000000,1e-10,1,250,50,apro,0.020619,4
100,10000000,1e-10,1,250,50,apro-w-true,0.020619,7
100,10000000,1e-10,1,250,50,apro-v2,0.020619,9
100,10000000,1e-10,1,250,50,astrid,0.164948,0
100,10000000,1e-10,1,250,50,duptree,0.020619,53
100,10000000,1e-10,1,250,50,fastmulrfs-single,0.010309,3
100,10000000,1e-10,1,250,50,mulrf,0.010309,240
100,10000000,1e-10,1,250,50,stag,NA,NA
100,10000000,1e-10,1,250,100,astral-multi,0.010309,84
100,10000000,1e-10,1,250,100,apro,0.010309,8
100,10000000,1e-10,1,250,100,apro-w-true,0.010309,10
100,10000000,1e-10,1,250,100,apro-v2,0.010309,9
100,10000000,1e-10,1,250,100,astrid,0.113402,0
100,10000000,1e-10,1,250,100,duptree,0.020619,105
100,10000000,1e-10,1,250,100,fastmulrfs-single,0.0,6
100,10000000,1e-10,1,250,100,mulrf,0.0,589
100,10000000,1e-10,1,250,100,stag,0.175258,1
100,10000000,1e-10,1,250,500,astral-multi,0.0,530
100,10000000,1e-10,1,250,500,apro,0.0,15
100,10000000,1e-10,1,250,500,apro-w-true,0.0,16
100,10000000,1e-10,1,250,500,apro-v2,0.0,21
100,10000000,1e-10,1,250,500,astrid,0.072165,1
100,10000000,1e-10,1,250,500,duptree,0.0,528
100,10000000,1e-10,1,250,500,fastmulrfs-single,0.0,35
100,10000000,1e-10,1,250,500,mulrf,0.0,6322
100,10000000,1e-10,1,250,500,stag,0.113402,3
100,10000000,1e-10,2,0,25,astral-multi,0.010309,27
100,10000000,1e-10,2,0,25,apro,0.010309,3
100,10000000,1e-10,2,0,25,apro-w-true,0.010309,3
100,10000000,1e-10,2,0,25,apro-v2,0.010309,4
100,10000000,1e-10,2,0,25,astrid,0.113402,0
100,10000000,1e-10,2,0,25,duptree,0.010309,24
100,10000000,1e-10,2,0,25,fastmulrfs-single,0.010309,2
100,10000000,1e-10,2,0,25,mulrf,0.010309,90
100,10000000,1e-10,2,0,25,stag,NA,NA
100,10000000,1e-10,2,0,50,astral-multi,0.020619,54
100,10000000,1e-10,2,0,50,apro,0.020619,7
100,10000000,1e-10,2,0,50,apro-w-true,0.020619,3
100,10000000,1e-10,2,0,50,apro-v2,0.020619,5
100,10000000,1e-10,2,0,50,astrid,0.051546,1
100,10000000,1e-10,2,0,50,duptree,0.010309,52
100,10000000,1e-10,2,0,50,fastmulrfs-single,0.010309,8
100,10000000,1e-10,2,0,50,mulrf,0.010309,245
100,10000000,1e-10,2,0,50,stag,NA,NA
100,10000000,1e-10,2,0,100,astral-multi,0.020619,106
100,10000000,1e-10,2,0,100,apro,0.0,5
100,10000000,1e-10,2,0,100,apro-w-true,0.0,8
100,10000000,1e-10,2,0,100,apro-v2,0.0,6
100,10000000,1e-10,2,0,100,astrid,0.072165,0
100,10000000,1e-10,2,0,100,duptree,0.0,100
100,10000000,1e-10,2,0,100,fastmulrfs-single,0.010309,3
100,10000000,1e-10,2,0,100,mulrf,0.010309,574
100,10000000,1e-10,2,0,100,stag,0.041237,1
100,10000000,1e-10,2,0,500,astral-multi,0.0,620
100,10000000,1e-10,2,0,500,apro,0.0,13
100,10000000,1e-10,2,0,500,apro-w-true,0.0,17
100,10000000,1e-10,2,0,500,apro-v2,0.0,23
100,10000000,1e-10,2,0,500,astrid,0.041237,1
100,10000000,1e-10,2,0,500,duptree,0.0,478
100,10000000,1e-10,2,0,500,fastmulrfs-single,0.0,16
100,10000000,1e-10,2,0,500,mulrf,0.0,5503
100,10000000,1e-10,2,0,500,stag,0.010309,3
100,10000000,1e-10,2,25,25,astral-multi,0.319588,49
100,10000000,1e-10,2,25,25,apro,0.164948,6
100,10000000,1e-10,2,25,25,apro-w-true,0.164948,4
100,10000000,1e-10,2,25,25,apro-v2,0.164948,8
100,10000000,1e-10,2,25,25,astrid,0.463918,0
100,10000000,1e-10,2,25,25,duptree,0.721649,30
100,10000000,1e-10,2,25,25,fastmulrfs-single,0.206186,4
100,10000000,1e-10,2,25,25,mulrf,0.247423,107
100,10000000,1e-10,2,25,25,stag,NA,NA
100,10000000,1e-10,2,25,50,astral-multi,0.154639,126
100,10000000,1e-10,2,25,50,apro,0.103093,4
100,10000000,1e-10,2,25,50,apro-w-true,0.103093,5
100,10000000,1e-10,2,25,50,apro-v2,0.103093,8
100,10000000,1e-10,2,25,50,astrid,0.216495,1
100,10000000,1e-10,2,25,50,duptree,0.42268,64
100,10000000,1e-10,2,25,50,fastmulrfs-single,0.103093,8
100,10000000,1e-10,2,25,50,mulrf,0.164948,249
100,10000000,1e-10,2,25,50,stag,NA,NA
100,10000000,1e-10,2,25,100,astral-multi,0.14433,268
100,10000000,1e-10,2,25,100,apro,0.092784,9
100,10000000,1e-10,2,25,100,apro-w-true,0.092784,6
100,10000000,1e-10,2,25,100,apro-v2,0.092784,15
100,10000000,1e-10,2,25,100,astrid,0.195876,0
100,10000000,1e-10,2,25,100,duptree,0.505155,114
100,10000000,1e-10,2,25,100,fastmulrfs-single,0.082474,19
100,10000000,1e-10,2,25,100,mulrf,0.103093,583
100,10000000,1e-10,2,25,100,stag,0.536082,0
100,10000000,1e-10,2,25,500,astral-multi,0.123711,1782
100,10000000,1e-10,2,25,500,apro,0.051546,31
100,10000000,1e-10,2,25,500,apro-w-true,0.051546,31
100,10000000,1e-10,2,25,500,apro-v2,0.051546,31
100,10000000,1e-10,2,25,500,astrid,0.175258,2
100,10000000,1e-10,2,25,500,duptree,0.195876,608
100,10000000,1e-10,2,25,500,fastmulrfs-single,0.030928,242
100,10000000,1e-10,2,25,500,mulrf,0.041237,6573
100,10000000,1e-10,2,25,500,stag,0.391753,3
100,10000000,1e-10,2,50,25,astral-multi,0.164948,29
100,10000000,1e-10,2,50,25,apro,0.113402,4
100,10000000,1e-10,2,50,25,apro-w-true,0.113402,3
100,10000000,1e-10,2,50,25,apro-v2,0.113402,7
100,10000000,1e-10,2,50,25,astrid,0.268041,0
100,10000000,1e-10,2,50,25,duptree,0.371134,27
100,10000000,1e-10,2,50,25,fastmulrfs-single,0.061856,3
100,10000000,1e-10,2,50,25,mulrf,0.072165,94
100,10000000,1e-10,2,50,25,stag,NA,NA
100,10000000,1e-10,2,50,50,astral-multi,0.134021,67
100,10000000,1e-10,2,50,50,apro,0.082474,7
100,10000000,1e-10,2,50,50,apro-w-true,0.082474,5
100,10000000,1e-10,2,50,50,apro-v2,0.082474,6
100,10000000,1e-10,2,50,50,astrid,0.123711,0
100,10000000,1e-10,2,50,50,duptree,0.28866,54
100,10000000,1e-10,2,50,50,fastmulrfs-single,0.072165,5
100,10000000,1e-10,2,50,50,mulrf,0.041237,258
100,10000000,1e-10,2,50,50,stag,NA,NA
100,10000000,1e-10,2,50,100,astral-multi,0.051546,153
100,10000000,1e-10,2,50,100,apro,0.030928,6
100,10000000,1e-10,2,50,100,apro-w-true,0.030928,11
100,10000000,1e-10,2,50,100,apro-v2,0.030928,13
100,10000000,1e-10,2,50,100,astrid,0.134021,3
100,10000000,1e-10,2,50,100,duptree,0.226804,107
100,10000000,1e-10,2,50,100,fastmulrfs-single,0.030928,12
100,10000000,1e-10,2,50,100,mulrf,0.030928,576
100,10000000,1e-10,2,50,100,stag,0.340206,1
100,10000000,1e-10,2,50,500,astral-multi,0.0,873
100,10000000,1e-10,2,50,500,apro,0.010309,21
100,10000000,1e-10,2,50,500,apro-w-true,0.010309,23
100,10000000,1e-10,2,50,500,apro-v2,0.010309,25
100,10000000,1e-10,2,50,500,astrid,0.123711,2
100,10000000,1e-10,2,50,500,duptree,0.14433,508
100,10000000,1e-10,2,50,500,fastmulrfs-single,0.030928,136
100,10000000,1e-10,2,50,500,mulrf,0.030928,6578
100,10000000,1e-10,2,50,500,stag,0.28866,4
100,10000000,1e-10,2,100,25,astral-multi,0.072165,27
100,10000000,1e-10,2,100,25,apro,0.061856,6
100,10000000,1e-10,2,100,25,apro-w-true,0.061856,4
100,10000000,1e-10,2,100,25,apro-v2,0.061856,7
100,10000000,1e-10,2,100,25,astrid,0.195876,0
100,10000000,1e-10,2,100,25,duptree,0.216495,26
100,10000000,1e-10,2,100,25,fastmulrfs-single,0.103093,3
100,10000000,1e-10,2,100,25,mulrf,0.072165,90
100,10000000,1e-10,2,100,25,stag,NA,NA
100,10000000,1e-10,2,100,50,astral-multi,0.041237,61
100,10000000,1e-10,2,100,50,apro,0.051546,7
100,10000000,1e-10,2,100,50,apro-w-true,0.051546,5
100,10000000,1e-10,2,100,50,apro-v2,0.051546,8
100,10000000,1e-10,2,100,50,astrid,0.072165,0
100,10000000,1e-10,2,100,50,duptree,0.041237,55
100,10000000,1e-10,2,100,50,fastmulrfs-single,0.072165,10
100,10000000,1e-10,2,100,50,mulrf,0.041237,203
100,10000000,1e-10,2,100,50,stag,NA,NA
100,10000000,1e-10,2,100,100,astral-multi,0.051546,116
100,10000000,1e-10,2,100,100,apro,0.041237,6
100,10000000,1e-10,2,100,100,apro-w-true,0.041237,5
100,10000000,1e-10,2,100,100,apro-v2,0.041237,10
100,10000000,1e-10,2,100,100,astrid,0.113402,0
100,10000000,1e-10,2,100,100,duptree,0.030928,106
100,10000000,1e-10,2,100,100,fastmulrfs-single,0.041237,8
100,10000000,1e-10,2,100,100,mulrf,0.041237,611
100,10000000,1e-10,2,100,100,stag,0.247423,3
100,10000000,1e-10,2,100,500,astral-multi,0.020619,552
100,10000000,1e-10,2,100,500,apro,0.010309,15
100,10000000,1e-10,2,100,500,apro-w-true,0.010309,15
100,10000000,1e-10,2,100,500,apro-v2,0.010309,15
100,10000000,1e-10,2,100,500,astrid,0.103093,4
100,10000000,1e-10,2,100,500,duptree,0.030928,534
100,10000000,1e-10,2,100,500,fastmulrfs-single,0.010309,66
100,10000000,1e-10,2,100,500,mulrf,0.010309,6371
100,10000000,1e-10,2,100,500,stag,0.14433,3
100,10000000,1e-10,2,250,25,astral-multi,0.020619,21
100,10000000,1e-10,2,250,25,apro,0.020619,3
100,10000000,1e-10,2,250,25,apro-w-true,0.020619,4
100,10000000,1e-10,2,250,25,apro-v2,0.020619,7
100,10000000,1e-10,2,250,25,astrid,0.175258,0
100,10000000,1e-10,2,250,25,duptree,0.030928,23
100,10000000,1e-10,2,250,25,fastmulrfs-single,0.051546,2
100,10000000,1e-10,2,250,25,mulrf,0.051546,84
100,10000000,1e-10,2,250,25,stag,NA,NA
100,10000000,1e-10,2,250,50,astral-multi,0.030928,44
100,10000000,1e-10,2,250,50,apro,0.020619,4
100,10000000,1e-10,2,250,50,apro-w-true,0.020619,7
100,10000000,1e-10,2,250,50,apro-v2,0.020619,9
100,10000000,1e-10,2,250,50,astrid,0.051546,0
100,10000000,1e-10,2,250,50,duptree,0.030928,56
100,10000000,1e-10,2,250,50,fastmulrfs-single,0.020619,3
100,10000000,1e-10,2,250,50,mulrf,0.020619,230
100,10000000,1e-10,2,250,50,stag,NA,NA
100,10000000,1e-10,2,250,100,astral-multi,0.010309,77
100,10000000,1e-10,2,250,100,apro,0.020619,9
100,10000000,1e-10,2,250,100,apro-w-true,0.020619,10
100,10000000,1e-10,2,250,100,apro-v2,0.020619,10
100,10000000,1e-10,2,250,100,astrid,0.092784,0
100,10000000,1e-10,2,250,100,duptree,0.030928,107
100,10000000,1e-10,2,250,100,fastmulrfs-single,0.010309,6
100,10000000,1e-10,2,250,100,mulrf,0.010309,581
100,10000000,1e-10,2,250,100,stag,0.103093,1
100,10000000,1e-10,2,250,500,astral-multi,0.020619,477
100,10000000,1e-10,2,250,500,apro,0.010309,14
100,10000000,1e-10,2,250,500,apro-w-true,0.010309,20
100,10000000,1e-10,2,250,500,apro-v2,0.010309,21
100,10000000,1e-10,2,250,500,astrid,0.103093,2
100,10000000,1e-10,2,250,500,duptree,0.010309,519
100,10000000,1e-10,2,250,500,fastmulrfs-single,0.010309,32
100,10000000,1e-10,2,250,500,mulrf,0.010309,5720
100,10000000,1e-10,2,250,500,stag,0.082474,3
100,10000000,1e-10,3,0,25,astral-multi,0.0,23
100,10000000,1e-10,3,0,25,apro,0.0,3
100,10000000,1e-10,3,0,25,apro-w-true,0.0,3
100,10000000,1e-10,3,0,25,apro-v2,0.0,4
100,10000000,1e-10,3,0,25,astrid,0.134021,1
100,10000000,1e-10,3,0,25,duptree,0.0,26
100,10000000,1e-10,3,0,25,fastmulrfs-single,0.0,2
100,10000000,1e-10,3,0,25,mulrf,0.0,101
100,10000000,1e-10,3,0,25,stag,NA,NA
100,10000000,1e-10,3,0,50,astral-multi,0.0,56
100,10000000,1e-10,3,0,50,apro,0.0,7
100,10000000,1e-10,3,0,50,apro-w-true,0.0,4
100,10000000,1e-10,3,0,50,apro-v2,0.0,4
100,10000000,1e-10,3,0,50,astrid,0.113402,0
100,10000000,1e-10,3,0,50,duptree,0.0,51
100,10000000,1e-10,3,0,50,fastmulrfs-single,0.0,10
100,10000000,1e-10,3,0,50,mulrf,0.0,231
100,10000000,1e-10,3,0,50,stag,0.010309,0
100,10000000,1e-10,3,0,100,astral-multi,0.0,104
100,10000000,1e-10,3,0,100,apro,0.0,5
100,10000000,1e-10,3,0,100,apro-w-true,0.0,8
100,10000000,1e-10,3,0,100,apro-v2,0.0,6
100,10000000,1e-10,3,0,100,astrid,0.030928,0
100,10000000,1e-10,3,0,100,duptree,0.0,104
100,10000000,1e-10,3,0,100,fastmulrfs-single,0.0,3
100,10000000,1e-10,3,0,100,mulrf,0.0,607
100,10000000,1e-10,3,0,100,stag,0.020619,1
100,10000000,1e-10,3,0,500,astral-multi,0.0,882
100,10000000,1e-10,3,0,500,apro,0.0,13
100,10000000,1e-10,3,0,500,apro-w-true,0.0,17
100,10000000,1e-10,3,0,500,apro-v2,0.0,19
100,10000000,1e-10,3,0,500,astrid,0.0,2
100,10000000,1e-10,3,0,500,duptree,0.0,504
100,10000000,1e-10,3,0,500,fastmulrfs-single,0.0,17
100,10000000,1e-10,3,0,500,mulrf,0.0,6685
100,10000000,1e-10,3,0,500,stag,0.0,3
100,10000000,1e-10,3,25,25,astral-multi,0.319588,35
100,10000000,1e-10,3,25,25,apro,0.195876,5
100,10000000,1e-10,3,25,25,apro-w-true,0.195876,4
100,10000000,1e-10,3,25,25,apro-v2,0.195876,4
100,10000000,1e-10,3,25,25,astrid,0.402062,0
100,10000000,1e-10,3,25,25,duptree,0.587629,30
100,10000000,1e-10,3,25,25,fastmulrfs-single,0.226804,4
100,10000000,1e-10,3,25,25,mulrf,0.278351,108
100,10000000,1e-10,3,25,25,stag,NA,NA
100,10000000,1e-10,3,25,50,astral-multi,0.134021,80
100,10000000,1e-10,3,25,50,apro,0.123711,5
100,10000000,1e-10,3,25,50,apro-w-true,0.123711,5
100,10000000,1e-10,3,25,50,apro-v2,0.123711,7
100,10000000,1e-10,3,25,50,astrid,0.278351,0
100,10000000,1e-10,3,25,50,duptree,0.443299,62
100,10000000,1e-10,3,25,50,fastmulrfs-single,0.103093,8
100,10000000,1e-10,3,25,50,mulrf,0.123711,271
100,10000000,1e-10,3,25,50,stag,0.628866,0
100,10000000,1e-10,3,25,100,astral-multi,0.154639,192
100,10000000,1e-10,3,25,100,apro,0.082474,10
100,10000000,1e-10,3,25,100,apro-w-true,0.082474,6
100,10000000,1e-10,3,25,100,apro-v2,0.082474,13
100,10000000,1e-10,3,25,100,astrid,0.185567,0
100,10000000,1e-10,3,25,100,duptree,0.412371,116
100,10000000,1e-10,3,25,100,fastmulrfs-single,0.072165,19
100,10000000,1e-10,3,25,100,mulrf,0.072165,630
100,10000000,1e-10,3,25,100,stag,0.587629,1
100,10000000,1e-10,3,25,500,astral-multi,0.041237,2220
100,10000000,1e-10,3,25,500,apro,0.020619,32
100,10000000,1e-10,3,25,500,apro-w-true,0.020619,33
100,10000000,1e-10,3,25,500,apro-v2,0.020619,31
100,10000000,1e-10,3,25,500,astrid,0.175258,3
100,10000000,1e-10,3,25,500,duptree,0.175258,625
100,10000000,1e-10,3,25,500,fastmulrfs-single,0.051546,220
100,10000000,1e-10,3,25,500,mulrf,0.051546,6740
100,10000000,1e-10,3,25,500,stag,0.268041,34
100,10000000,1e-10,3,50,25,astral-multi,0.134021,26
100,10000000,1e-10,3,50,25,apro,0.113402,5
100,10000000,1e-10,3,50,25,apro-w-true,0.113402,3
100,10000000,1e-10,3,50,25,apro-v2,0.113402,7
100,10000000,1e-10,3,50,25,astrid,0.298969,0
100,10000000,1e-10,3,50,25,duptree,0.453608,30
100,10000000,1e-10,3,50,25,fastmulrfs-single,0.113402,3
100,10000000,1e-10,3,50,25,mulrf,0.123711,94
100,10000000,1e-10,3,50,25,stag,NA,NA
100,10000000,1e-10,3,50,50,astral-multi,0.051546,62
100,10000000,1e-10,3,50,50,apro,0.041237,7
100,10000000,1e-10,3,50,50,apro-w-true,0.041237,5
100,10000000,1e-10,3,50,50,apro-v2,0.041237,5
100,10000000,1e-10,3,50,50,astrid,0.185567,0
100,10000000,1e-10,3,50,50,duptree,0.371134,53
100,10000000,1e-10,3,50,50,fastmulrfs-single,0.082474,6
100,10000000,1e-10,3,50,50,mulrf,0.082474,269
100,10000000,1e-10,3,50,50,stag,0.474227,1
100,10000000,1e-10,3,50,100,astral-multi,0.030928,143
100,10000000,1e-10,3,50,100,apro,0.030928,9
100,10000000,1e-10,3,50,100,apro-w-true,0.030928,10
100,10000000,1e-10,3,50,100,apro-v2,0.030928,13
100,10000000,1e-10,3,50,100,astrid,0.123711,4
100,10000000,1e-10,3,50,100,duptree,0.072165,109
100,10000000,1e-10,3,50,100,fastmulrfs-single,0.051546,12
100,10000000,1e-10,3,50,100,mulrf,0.051546,579
100,10000000,1e-10,3,50,100,stag,0.407216,1
100,10000000,1e-10,3,50,500,astral-multi,0.0,1066
100,10000000,1e-10,3,50,500,apro,0.010309,22
100,10000000,1e-10,3,50,500,apro-w-true,0.010309,23
100,10000000,1e-10,3,50,500,apro-v2,0.010309,21
100,10000000,1e-10,3,50,500,astrid,0.123711,3
100,10000000,1e-10,3,50,500,duptree,0.041237,535
100,10000000,1e-10,3,50,500,fastmulrfs-single,0.020619,129
100,10000000,1e-10,3,50,500,mulrf,0.020619,7709
100,10000000,1e-10,3,50,500,stag,0.185567,44
100,10000000,1e-10,3,100,25,astral-multi,0.051546,25
100,10000000,1e-10,3,100,25,apro,0.072165,6
100,10000000,1e-10,3,100,25,apro-w-true,0.072165,3
100,10000000,1e-10,3,100,25,apro-v2,0.072165,7
100,10000000,1e-10,3,100,25,astrid,0.257732,0
100,10000000,1e-10,3,100,25,duptree,0.298969,28
100,10000000,1e-10,3,100,25,fastmulrfs-single,0.061856,2
100,10000000,1e-10,3,100,25,mulrf,0.051546,95
100,10000000,1e-10,3,100,25,stag,NA,NA
100,10000000,1e-10,3,100,50,astral-multi,0.061856,61
